timestamp,bandwidth,throughput,congestion,packet_loss,latency,jitter,Routers,Planned route,Network measure,Network target,Video target,Percentage video occupancy,Bitrate video,Number videos
2024-05-11 14:39:28,2,1.45,20.57,0.0,6.21,0.62,up xrv6,Best effort,S1,S2,S2,20,334,1
2024-05-11 14:39:52,2,2.7,19.86,0.0,5.28,0.64,up xrv6,Best effort,S1,S2,S2,20,334,1
2024-05-11 14:40:22,2,1.69,19.62,0.0,5.41,0.54,up xrv6,Best effort,S1,S2,S2,20,334,1
2024-05-11 14:40:46,2,2.37,20.1,2.5,5.51,0.43,up xrv6,Best effort,S1,S2,S2,20,334,1
2024-05-11 14:41:12,2,2.89,19.66,0.0,5.28,0.57,up xrv6,Best effort,S1,S2,S2,20,334,1
2024-05-11 14:41:37,2,1.97,19.91,0.0,5.45,0.5,up xrv6,Best effort,S1,S2,S2,20,334,1
2024-05-11 14:42:09,2,1.42,0.07,0.0,5.63,0.39,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:43:09,2,0.39,36.44,0.0,5.57,0.78,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:43:45,2,1.14,44.26,7.5,4.58,0.91,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:44:23,2,0.92,51.79,0.0,5.69,0.28,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:44:48,2,3.75,55.87,0.0,5.6,0.62,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:45:14,2,1.61,44.33,2.5,5.28,0.57,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:45:40,2,1.43,35.1,5.0,5.31,0.56,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:46:09,2,2.11,57.51,0.0,5.68,0.46,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:47:02,2,0.42,56.29,0.0,5.6,1.0,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:47:37,2,1.12,42.32,7.5,6.14,1.05,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:48:07,2,0.96,40.69,12.5,5.24,7.33,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:48:55,2,0.61,45.6,2.5,5.77,0.58,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:49:34,2,0.91,43.71,5.0,5.11,0.35,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:50:08,2,1.23,42.66,10.0,6.2,0.43,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:50:35,2,1.32,37.03,0.0,5.39,0.51,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:51:05,2,0.88,38.12,0.0,5.25,1.91,up xrv6,Best effort,S1,S2,S2,50,835,1
2024-05-11 14:52:08,2,0.3,84.86,0.0,5.86,0.56,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:52:43,2,1.22,110.3,17.5,5.81,0.35,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:53:14,2,2.0,111.18,35.0,5.75,0.83,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:53:41,2,2.68,80.64,0.0,5.26,0.94,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:54:38,2,0.37,61.52,7.5,5.75,0.9,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:55:47,2,0.32,75.8,0.0,5.12,0.92,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:56:19,2,1.43,75.59,12.5,5.41,0.87,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:57:21,2,0.37,69.2,2.5,5.73,8.17,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:58:07,2,0.72,56.92,0.0,1012.55,6.41,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:58:41,2,0.69,56.26,35.0,5.49,0.67,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 14:59:17,2,0.58,57.51,7.5,5.78,0.4,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 15:00:15,2,0.22,112.74,20.0,3049.5,0.61,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 15:00:49,2,0.74,110.7,40.0,5.85,0.46,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 15:01:38,2,0.29,60.14,0.0,5.33,0.83,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 15:02:35,2,0.21,78.02,0.0,5.28,1.48,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 15:03:34,2,0.3,79.21,2.5,5.59,0.91,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 15:04:12,2,0.52,56.81,22.5,5.38,0.5,up xrv6,Best effort,S1,S2,S2,80,1336,1
2024-05-11 15:04:55,2,0.37,1.18,0.0,5.5,0.29,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:05:26,2,1.28,55.49,27.500000000000004,6.05,0.53,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:06:41,2,0.14,104.66,12.5,5.52,0.42,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:07:28,2,0.45,55.97,30.0,6.2,0.4,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:07:58,2,1.07,111.62,30.0,5.84,1.32,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:08:28,2,1.18,113.21,27.500000000000004,1037.03,1.39,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:09:59,2,0.22,57.19,30.0,1007.3,0.81,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:10:33,2,0.67,112.84,17.5,5.54,0.64,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:11:22,2,0.29,96.61,0.0,5.53,0.73,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:12:47,2,0.13,92.64,0.0,5.05,1.12,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:13:44,2,0.12,99.24,2.5,6.62,0.28,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:14:13,2,1.27,56.45,40.0,5.7,0.89,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:14:45,2,1.76,57.0,10.0,5.99,0.39,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:15:12,2,2.76,91.86,0.0,5.39,0.71,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:16:06,2,0.19,86.75,2.5,5.84,0.59,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:16:38,2,1.12,112.05,15.0,5.54,0.87,up xrv6,Best effort,S1,S2,S2,100,1670,1
2024-05-11 15:17:23,2,1.95,0.1,0.0,5.69,0.37,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:18:56,2,0.11,126.04,0.0,5.29,0.98,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:19:23,2,1.48,55.29,7.5,1028.46,3.06,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:20:07,2,0.36,59.67,0.0,5.57,0.49,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:20:44,2,0.62,117.92,0.0,5.14,0.44,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:21:55,2,0.28,113.45,25.0,5.66,2.11,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:22:26,2,1.25,57.14,2.5,3028.22,1.05,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:22:51,2,1.88,113.64,12.5,5.42,1.77,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:23:21,2,1.3,81.87,35.0,1034.28,0.28,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:23:47,2,2.78,54.68,35.0,5.38,1.71,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:24:44,2,0.45,113.35,27.500000000000004,1037.22,0.54,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:25:13,2,1.18,112.89,30.0,5.73,0.5,up xrv6,Best effort,S1,S2,S2,120,2004,1
2024-05-11 15:40:50,2,2.42,0.09,0.0,11.53,0.6,up xrv6,Best effort,S1,S3,S3,0,0,1
2024-05-11 15:41:18,2,2.15,0.07,0.0,7.61,0.53,up xrv6,Best effort,S1,S3,S3,0,0,1
2024-05-11 15:41:46,2,2.19,0.06,0.0,6.95,0.46,up xrv6,Best effort,S1,S3,S3,0,0,1
2024-05-11 15:42:13,2,2.68,0.09,0.0,7.39,0.58,up xrv6,Best effort,S1,S3,S3,0,0,1
2024-05-11 15:42:40,2,2.66,0.06,0.0,7.21,0.47,up xrv6,Best effort,S1,S3,S3,0,0,1
2024-05-11 15:43:09,2,2.02,0.53,0.0,7.22,0.41,up xrv6,Best effort,S1,S3,S3,0,0,1
2024-05-11 15:43:36,2,2.27,0.18,0.0,7.1,0.55,up xrv6,Best effort,S1,S3,S3,0,0,1
2024-05-11 15:44:03,2,2.55,0.05,0.0,7.45,2.22,up xrv6,Best effort,S1,S3,S3,0,0,1
2024-05-11 15:44:28,2,2.43,10.13,7.5,6.34,0.55,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:44:55,2,2.44,9.91,0.0,7.55,0.52,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:45:29,2,1.26,12.71,0.0,6.81,0.51,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:45:59,2,1.71,16.37,7.5,6.55,0.69,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:46:25,2,3.34,10.12,7.5,6.55,1.7,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:46:52,2,2.4,10.14,0.0,6.97,0.82,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:47:16,2,3.01,14.33,10.0,7.27,0.44,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:47:40,2,2.45,13.85,0.0,6.9,0.65,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:48:08,2,2.26,11.49,10.0,7.09,0.91,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:48:32,2,2.61,15.2,5.0,7.53,0.69,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:48:55,2,3.51,13.77,0.0,7.7,1.14,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:49:18,2,2.61,10.24,0.0,7.12,0.65,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:49:50,2,1.62,11.13,15.0,7.34,0.42,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:50:14,2,2.48,8.8,0.0,6.63,0.61,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:50:43,2,1.88,12.19,0.0,7.98,1.09,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:51:17,2,1.8,13.35,0.0,7.04,0.7,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:51:41,2,2.62,8.02,0.0,6.6,0.43,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:52:05,2,2.42,14.98,0.0,7.23,0.37,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:52:29,2,2.45,11.13,0.0,6.99,0.5,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:52:58,2,2.07,10.15,5.0,7.5,3.29,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:53:25,2,2.33,9.8,0.0,6.99,0.75,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:53:52,2,2.55,12.69,0.0,7.68,1.03,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:54:16,2,2.39,15.12,0.0,7.34,2.49,up xrv6,Best effort,S1,S3,S3,10,167,1
2024-05-11 15:54:44,2,2.28,19.66,0.0,6.47,0.52,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:55:18,2,1.29,19.7,7.5,7.23,0.83,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:55:46,2,2.36,20.98,12.5,7.23,0.65,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:56:10,2,2.68,20.54,5.0,6.92,0.45,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:56:42,2,1.38,19.76,0.0,7.11,0.61,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:57:14,2,1.48,19.63,0.0,6.7,0.57,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:57:46,2,1.49,13.25,7.5,7.58,0.35,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:58:15,2,2.11,9.51,0.0,7.11,0.78,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:58:47,2,1.45,19.93,0.0,7.4,0.37,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:59:15,2,2.04,20.43,0.0,7.64,1.01,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 15:59:41,2,3.2,9.71,12.5,6.74,1.05,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 16:00:10,2,2.33,15.32,17.5,7.12,0.89,up xrv6,Best effort,S1,S3,S3,20,334,1
2024-05-11 16:00:39,2,1.84,0.13,0.0,7.05,0.38,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:01:04,2,2.51,53.72,22.5,7.8,1.14,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:01:30,2,1.56,51.13,0.0,7.0,0.77,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:01:54,2,2.41,51.3,0.0,7.16,0.6,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:02:26,2,1.46,46.08,0.0,7.52,0.82,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:02:52,2,1.83,50.85,7.5,1019.64,0.95,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:03:17,2,2.37,56.26,15.0,6.96,0.28,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:03:51,2,1.27,22.06,17.5,8.33,1.53,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:04:15,2,2.63,57.1,17.5,7.15,0.77,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:05:03,2,0.62,53.1,12.5,6.82,0.89,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:06:10,2,0.32,43.27,0.0,6.62,0.69,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:06:37,2,2.81,56.51,2.5,7.23,0.76,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:07:36,2,0.39,33.58,0.0,7.79,1.03,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:08:01,2,1.71,36.55,0.0,6.8,0.61,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:08:46,2,0.7,50.13,5.0,7.14,1.1,up xrv6,Best effort,S1,S3,S3,50,835,1
2024-05-11 16:09:10,2,2.37,0.13,0.0,7.57,1.12,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:09:39,2,1.11,55.47,32.5,7.31,1.76,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:10:09,2,1.18,92.14,45.0,7.3,1.74,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:10:53,2,0.35,84.25,0.0,7.05,1.58,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:11:18,2,1.96,49.52,0.0,7.03,0.28,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:11:42,2,2.54,110.54,12.5,7.26,0.74,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:12:17,2,2.42,56.03,0.0,7.28,1.18,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:13:19,2,0.33,96.65,0.0,7.37,0.67,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:14:40,2,0.2,58.44,0.0,6.85,0.95,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:15:13,2,1.43,59.36,7.5,7.53,0.64,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:15:40,2,1.35,57.28,5.0,10.66,1.17,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:16:39,2,0.43,81.04,0.0,7.3,0.44,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:17:32,2,0.41,83.36,0.0,7.31,0.59,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:18:04,2,1.46,74.26,0.0,7.81,0.95,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:18:46,2,0.39,81.67,0.0,7.21,0.96,up xrv6,Best effort,S1,S3,S3,80,1336,1
2024-05-11 16:19:55,2,0.29,0.06,0.0,7.81,0.34,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:20:30,2,0.65,111.96,25.0,8.77,0.29,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:21:10,2,2.7,58.41,32.5,7.6,1.51,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:21:48,2,0.51,56.43,27.500000000000004,7.53,0.68,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:22:23,2,0.57,55.25,0.0,7.74,0.51,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:22:58,2,0.64,22.43,25.0,7.66,1.26,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:23:25,2,1.58,110.57,30.0,8.55,0.38,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:23:50,2,2.47,134.37,27.500000000000004,8.29,0.44,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:25:03,2,0.32,116.1,0.0,6.47,1.16,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:25:32,2,1.16,58.59,5.0,1009.98,1.64,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:26:40,2,0.21,73.27,25.0,9.08,0.72,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:27:40,2,0.13,56.84,37.5,7.24,1.66,up xrv6,Best effort,S1,S3,S3,100,1670,1
2024-05-11 16:28:07,2,2.58,0.1,0.0,7.42,0.39,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:28:39,2,1.18,58.4,40.0,1035.8,0.81,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:29:15,2,1.07,74.25,2.5,7.75,0.74,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:29:44,2,2.2,0.06,0.0,6.94,0.51,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:30:11,2,2.95,58.02,12.5,7.8,0.38,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:31:00,2,0.3,124.35,0.0,7.12,1.57,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:31:29,2,3.3,73.03,15.0,3031.66,1.07,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:32:12,2,0.58,111.75,20.0,7.58,0.56,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:32:39,2,2.79,122.39,0.0,7.01,0.81,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:33:04,2,2.33,56.43,5.0,7.55,0.63,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:33:29,2,2.45,113.84,25.0,7.4,0.68,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:35:01,2,0.2,0.06,0.0,7.17,0.66,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:35:30,2,1.91,0.09,0.0,6.93,0.46,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:35:54,2,2.45,0.55,0.0,7.15,0.4,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:36:17,2,2.73,0.09,0.0,7.25,0.56,up xrv6,Best effort,S1,S3,S3,120,2004,1
2024-05-11 16:55:46,2,2.6,0.07,0.0,5.61,0.29,up xrv6,Best effort,S1,S2,S2,0,0,2
2024-05-11 16:56:15,2,1.93,0.29,0.0,5.9,0.33,up xrv6,Best effort,S1,S2,S2,0,0,2
2024-05-11 16:56:46,2,1.6,0.07,0.0,6.13,0.46,up xrv6,Best effort,S1,S2,S2,0,0,2
2024-05-11 16:57:09,2,2.79,0.23,0.0,5.77,0.49,up xrv6,Best effort,S1,S2,S2,0,0,2
2024-05-11 16:57:39,2,1.88,0.3,0.0,6.39,0.44,up xrv6,Best effort,S1,S2,S2,0,0,2
2024-05-11 16:58:05,2,3.26,0.05,17.5,5.91,0.2,up xrv6,Best effort,S1,S2,S2,0,0,2
2024-05-11 16:58:33,2,2.1,0.05,0.0,5.76,0.34,up xrv6,Best effort,S1,S2,S2,0,0,2
2024-05-11 16:59:04,2,1.7,1.04,0.0,6.22,0.44,up xrv6,Best effort,S1,S2,S2,0,0,2
2024-05-11 16:59:32,2,2.14,15.78,17.5,5.48,0.45,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:00:01,2,2.08,15.11,0.0,5.33,0.28,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:00:24,2,3.01,12.72,10.0,5.06,0.33,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:00:55,2,1.62,4.78,0.0,5.04,0.85,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:01:19,2,2.45,11.56,0.0,5.12,0.39,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:01:51,2,1.51,15.45,12.5,5.17,0.64,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:02:17,2,2.96,10.85,2.5,5.25,0.6,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:02:41,2,2.48,9.69,0.0,5.5,0.58,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:03:04,2,3.1,13.55,0.0,5.66,0.38,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:03:27,2,3.07,14.44,0.0,7.42,0.68,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:03:50,2,3.07,4.66,2.5,5.19,0.44,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:04:15,2,1.86,13.74,0.0,5.12,0.48,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:04:45,2,1.63,15.16,0.0,5.91,0.4,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:05:09,2,2.49,10.28,7.5,5.52,0.37,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:05:33,2,2.5,12.59,0.0,5.27,0.42,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:06:03,2,1.85,11.89,0.0,5.86,0.49,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:06:34,2,1.5,10.42,0.0,5.57,0.38,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:07:01,2,2.52,11.55,0.0,5.45,0.87,up xrv6,Best effort,S1,S2,S2,10,167,2
2024-05-11 17:07:30,2,2.29,0.11,17.5,5.56,0.42,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:07:53,2,2.45,20.11,0.0,5.63,0.66,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:08:30,2,1.0,19.88,0.0,5.48,0.69,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:08:55,2,2.1,36.63,0.0,5.78,0.85,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:09:24,2,2.95,0.32,0.0,5.78,0.37,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:09:56,2,1.52,20.41,0.0,5.74,0.44,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:10:25,2,2.12,20.07,12.5,4.78,0.61,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:10:50,2,1.99,19.89,2.5,4.99,0.44,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:11:14,2,2.41,20.52,15.0,5.4,0.54,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:11:39,2,1.77,19.35,0.0,4.86,0.57,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:12:13,2,1.29,20.47,0.0,5.47,0.45,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:12:37,2,2.55,20.22,5.0,6.35,0.52,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:13:00,2,2.97,20.39,10.0,5.49,1.57,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:13:26,2,1.64,19.59,0.0,5.4,0.44,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:13:49,2,2.48,20.18,0.0,4.48,0.56,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:14:15,2,3.67,19.95,10.0,4.97,0.46,up xrv6,Best effort,S1,S2,S2,20,334,2
2024-05-11 17:14:43,2,2.22,0.1,0.0,5.58,1.25,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:15:28,2,0.74,60.13,35.0,1014.81,0.75,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:16:41,2,0.27,74.27,0.0,5.42,0.68,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:17:07,2,1.77,116.26,12.5,5.77,0.58,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:18:07,2,0.13,10.64,7.5,1019.97,0.78,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:18:59,2,0.52,53.92,22.5,6.17,0.58,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:19:29,2,2.03,0.07,27.500000000000004,5.76,0.57,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:20:49,2,0.18,52.57,2.5,5.06,0.46,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:21:24,2,1.14,0.07,5.0,5.67,0.35,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:21:54,2,0.93,77.34,7.5,4.72,0.32,up xrv6,Best effort,S1,S2,S2,50,835,2
2024-05-11 17:22:42,2,0.71,0.07,2.5,5.45,0.6,up xrv6,Best effort,S1,S2,S2,80,1336,2
2024-05-11 17:24:06,2,2.43,66.29,12.5,5.42,0.54,up xrv6,Best effort,S1,S2,S2,80,1336,2
2024-05-11 17:24:47,2,1.0,76.42,12.5,5.45,0.37,up xrv6,Best effort,S1,S2,S2,80,1336,2
2024-05-11 17:26:01,2,0.29,0.07,25.0,5.68,3.37,up xrv6,Best effort,S1,S2,S2,80,1336,2
2024-05-11 17:26:31,2,2.66,0.06,0.0,5.42,0.5,up xrv6,Best effort,S1,S2,S2,80,1336,2
2024-05-11 17:27:02,2,1.77,46.47,22.5,5.64,1.24,up xrv6,Best effort,S1,S2,S2,80,1336,2
2024-05-11 17:27:46,2,0.73,0.41,2.5,5.65,0.31,up xrv6,Best effort,S1,S2,S2,80,1336,2
